Montycloud DAY2 Well-Architected Assessment Report (Confidential),,,,,,,,,,,,
,,,,,,,,,,,,
Report generated by,daniel.perez6789@gmail.com,,,,,,,,,,,
Report generated at,08 Jul 2024 16:00:35 UTC,,,,,,,,,,,
Workload Name,Test Customer Non-Prod June 2024,,,,,,,,,,,
Review Owner,Daniel Perez,,,,,,,,,,,
Improvement Status,NOT_APPLICABLE,,,,,,,,,,,
,,,,,,,,,,,,
Serial number,Pillar,Severity,Status,Resource ID,Resource Name,Resource Type,Question,Check Title,Check Description,Account Name,Account ID,Region
3570,security,Informational,Passed,,,Image,How do you protect your compute resources?,AMIs must not be publicly shared,"To avoid exposing sensitive data, ensure that your AWS Amazon Machine Images (AMIs) are not publicly shared with other AWS accounts. It is a best practice to avoid sharing your AMIs with all AWS accounts. If required, you can share your images with specific AWS accounts without making them public. This check verifies if your images are publicly accessible and helps prevent unauthorized access to your AMIs and the data they contain.",NonProd,,us-east-1
3571,costOptimization,Informational,Passed,,,Volume,How do you decommission resources?,Unused EBS volumes must be removed,Identifying and removing unused (unattached) Amazon Elastic Block Store (EBS) volumes can lower the cost of your AWS bill and reduce the risk of confidential and sensitive data leaks.,Sandbox,,us-east-1
3572,security,Informational,Passed,,,Lambda,How do you manage permissions for people and machines?,Restrict Lambda Functions to avoid Admin Privileges for Security,"Ensure Lambda functions are not created with unnecessary administrative privileges using this rule. It verifies that Lambda functions are granted specific permissions required for their tasks, encouraging the creation of IAM policies tailored to these precise permissions, rather than relying on broad administrative access. This practice enhances security by minimizing the scope of permissions granted to Lambda functions.",NonProd,,us-east-1
3573,reliability,Informational,Passed,,,Snapshot,How do you back up data?,Check for EBS Old Snapshots older than 30 days.,"Checking for AWS EBS snapshots older than 30 days helps identify and remove outdated snapshots, reducing storage costs and minimizing the risk of unauthorized access to stale data.",NonProd,,us-east-1
3574,operationalExcellence,Informational,Passed,,,Image,"How do you reduce defects, ease remediation, and improve flow into production?",Outdated EC2 AMIs,Verifying that your existing AWS Amazon Machine Images (AMIs) are not older than 180 days helps ensure their reliability and meet security and compliance requirements. Regularly updating AMIs reduces the risk of outdated software and vulnerabilities.,NonProd,,us-east-1
3575,sustainability,Informational,Passed,,,Lambda,How do you select and use cloud hardware and services in your architecture to support your sustainability goals?,Use AWS Managed Serverless Compute (Lambda),"Using AWS Managed Serverless Compute (Lambda) enables the execution of code without provisioning or managing servers, allowing for highly scalable and cost-effective application development. It is recommended to leverage AWS Lambda to build event-driven architectures, optimize resource usage, and accelerate time-to-market for applications.",NonProd,,us-east-1
3576,reliability,Informational,Passed,,,Snapshot,How do you back up data?,AWS Elastic Block Store (EBS) volume snapshots must not be publicly shared.,"Identifying and preventing EBS snapshots from being public ensures that data within the snapshot is not exposed to other AWS accounts, thus maintaining data security.",NonProd,,us-east-1
3577,security,Informational,Passed,,,S3,How do you manage permissions for people and machines?,S3 Bucket Policy Should Not Allow List Actions from All Principals,"This rule checks whether the S3 bucket policy allows list actions from all principals. Allowing unrestricted list actions from all principals can enable unauthorized users to view and list the contents of the S3 bucket. S3 list actions allow the grantee to list the objects in the bucket. Providing unrestricted access to list actions can lead to exposure of sensitive information and data leakage. To prevent unauthorized access to the contents of the S3 bucket, it is recommended to restrict list actions to only authorized principals and implement appropriate access controls. Restricting list actions helps protect data privacy and enhances overall security.",NonProd,,us-east-1
3578,security,Informational,Passed,,,GuardDuty,How do you protect your data in transit?,Amazon S3 Protection in Amazon GuardDuty.,"Enabling the S3 protection feature in GuardDuty allows the service to analyze S3 data events from all S3 buckets and monitor them for malicious and suspicious activity, enhancing overall security posture.",Sandbox,,us-east-1
3579,security,Informational,Passed,,,S3,How do you protect your compute resources?,Ensure Amazon S3 Buckets are Privately Configured with Block Public Access,"Take a proactive step to bolster your data security by confirming the activation of Amazon S3 Block Public Access configuration for your S3 buckets. This essential check ensures that your data remains private, reducing the likelihood of unauthorized access, fortifying overall data security, and mitigating potential business risks.",NonProd,,us-east-1
3580,reliability,Informational,Passed,,,RdsSnapshot,How do you back up data?,Public RDS snapshots.,"Ensuring that AWS RDS database snapshots are not publicly accessible (i.e., not shared with all AWS accounts and users) helps protect private data from being exposed to unauthorized users.",NonProd,,us-east-1
3581,reliability,Informational,Passed,,,Cfn,How do you implement change?,Use CloudFormation,"Employ CloudFormation to provision and manage AWS resources using infrastructure as code (IaC) principles. With CloudFormation, you can define your infrastructure in templates, enabling consistent and repeatable deployments. This minimizes manual errors, enhances scalability, and improves resource management. Best practices entail modularizing templates for easier maintenance, leveraging parameters and mappings for flexibility, and version controlling templates to track changes effectively.",NonProd,,us-east-1
